epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,86.8631,2.01023,2.25261,1.39478,0.69244,0.54779,0.58771,0.20247,2.26624,2.70463,1.24266,0.000475576,0.000475576,0.000475576
2,165.195,1.78349,1.62816,1.30775,0.68408,0.57299,0.60216,0.27812,1.66195,2.9211,1.04735,0.000920496,0.000920496,0.000920496
3,242.424,1.73307,1.48278,1.2876,0.66609,0.52824,0.56114,0.20146,2.18936,2.4184,1.21897,0.00133398,0.00133398,0.00133398
4,319.62,1.683,1.39891,1.25932,0.71775,0.60014,0.63859,0.28402,1.7885,2.19873,1.07511,0.00128753,0.00128753,0.00128753
5,397.264,1.63288,1.34236,1.23892,0.74387,0.58651,0.64148,0.30652,1.52205,2.92983,1.00979,0.00124037,0.00124037,0.00124037
6,474.232,1.58357,1.26324,1.21151,0.77126,0.59101,0.67166,0.33156,1.51222,2.19785,1.00452,0.00119322,0.00119322,0.00119322
7,550.607,1.54756,1.23204,1.19153,0.74622,0.61327,0.67881,0.35035,1.34539,1.70401,0.97554,0.00114606,0.00114606,0.00114606
8,626.913,1.52103,1.18698,1.1834,0.7739,0.58691,0.66502,0.35838,1.39462,1.61176,0.98104,0.0010989,0.0010989,0.0010989
9,703.226,1.47619,1.15895,1.16316,0.76556,0.59645,0.67201,0.34606,1.44902,1.90672,0.98488,0.00105174,0.00105174,0.00105174
10,780.12,1.45971,1.12826,1.14925,0.77432,0.60737,0.68506,0.34282,1.48076,2.23963,0.9952,0.00100459,0.00100459,0.00100459
11,857.113,1.44604,1.11207,1.14932,0.76437,0.64208,0.70362,0.38607,1.43807,1.70787,0.97653,0.00095743,0.00095743,0.00095743
12,932.862,1.41044,1.08138,1.12924,0.77784,0.60671,0.69438,0.39948,1.2613,1.61695,0.94045,0.000910273,0.000910273,0.000910273
13,1009.22,1.39982,1.06859,1.12887,0.74866,0.65263,0.71619,0.39826,1.29512,1.83712,0.94456,0.000863116,0.000863116,0.000863116
14,1085.78,1.38645,1.04814,1.12054,0.74868,0.64763,0.71125,0.39567,1.28644,1.53437,0.93848,0.000815959,0.000815959,0.000815959
15,1161.75,1.36769,1.02398,1.11052,0.73098,0.63553,0.69324,0.35934,1.50438,2.11836,0.98132,0.000768802,0.000768802,0.000768802
16,1237.09,1.35085,1.0128,1.10323,0.73526,0.63097,0.69538,0.39478,1.30895,1.37694,0.9437,0.000721645,0.000721645,0.000721645
17,1312.68,1.33435,0.99388,1.09565,0.7497,0.62148,0.69537,0.39772,1.2457,1.61404,0.93162,0.000674488,0.000674488,0.000674488
18,1388.71,1.3264,0.98271,1.09094,0.73753,0.64127,0.69507,0.40303,1.22733,1.57815,0.92468,0.000627331,0.000627331,0.000627331
19,1465.24,1.30822,0.9658,1.08107,0.73693,0.59177,0.66762,0.37071,1.30098,1.7703,0.93736,0.000580174,0.000580174,0.000580174
20,1541.43,1.2981,0.95253,1.07649,0.74514,0.63302,0.70078,0.41338,1.20114,1.41031,0.91989,0.000533017,0.000533017,0.000533017
21,1615.61,1.16114,0.83348,1.03281,0.77076,0.60939,0.69583,0.41062,1.23788,1.59255,0.92802,0.00048586,0.00048586,0.00048586
22,1688.33,1.14693,0.81276,1.02571,0.73286,0.63475,0.69541,0.40654,1.2703,1.57057,0.93928,0.000438703,0.000438703,0.000438703
23,1760.94,1.13052,0.80156,1.02227,0.75778,0.61748,0.7024,0.40485,1.30742,1.76281,0.93792,0.000391546,0.000391546,0.000391546
24,1832.8,1.11443,0.78563,1.01587,0.76081,0.62949,0.70549,0.40417,1.28586,2.00004,0.93821,0.000344389,0.000344389,0.000344389
25,1905.14,1.1113,0.77089,1.01031,0.73737,0.632,0.69633,0.41171,1.20318,1.60775,0.9188,0.000297232,0.000297232,0.000297232
26,1977.54,1.08477,0.75312,1.0027,0.73381,0.62988,0.69074,0.39429,1.28754,2.00926,0.93152,0.000250075,0.000250075,0.000250075
27,2049.9,1.06899,0.74449,0.99849,0.73498,0.63593,0.69974,0.40519,1.30893,2.14233,0.93106,0.000202918,0.000202918,0.000202918
28,2122.6,1.05017,0.72688,0.98969,0.75466,0.60083,0.69061,0.41017,1.26422,1.61645,0.92795,0.000155761,0.000155761,0.000155761
29,2194.49,1.03708,0.71506,0.98608,0.74075,0.59255,0.67589,0.39884,1.29156,1.62683,0.93222,0.000108604,0.000108604,0.000108604
30,2266.83,1.03496,0.70907,0.9816,0.75398,0.61665,0.69559,0.41961,1.2317,1.68721,0.9185,6.1447e-05,6.1447e-05,6.1447e-05
