epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,84.1987,1.99493,2.2398,1.37861,0.71572,0.6251,0.65394,0.33525,1.51333,3.44654,0.99437,0.000475576,0.000475576,0.000475576
2,162.323,1.76659,1.59263,1.2808,0.71313,0.6345,0.67279,0.34957,1.44531,2.36213,0.96903,0.000920496,0.000920496,0.000920496
3,239.795,1.71107,1.45257,1.25343,0.68185,0.64817,0.67084,0.35898,1.39908,2.42313,0.96167,0.00133398,0.00133398,0.00133398
4,316.895,1.66076,1.37349,1.22978,0.76169,0.65327,0.70572,0.36098,1.44959,2.2754,0.97937,0.00128753,0.00128753,0.00128753
5,394.013,1.63605,1.32681,1.21652,0.76698,0.63517,0.70284,0.37408,1.42662,2.02871,0.97091,0.00124037,0.00124037,0.00124037
6,470.902,1.59288,1.27547,1.19453,0.74798,0.6357,0.70508,0.36753,1.43626,2.02286,0.97361,0.00119322,0.00119322,0.00119322
7,547.537,1.56614,1.24712,1.18678,0.76985,0.61736,0.70385,0.38479,1.3861,1.83564,0.96024,0.00114606,0.00114606,0.00114606
8,624.084,1.5446,1.21663,1.16985,0.79264,0.64381,0.72604,0.39142,1.42995,2.07256,0.96017,0.0010989,0.0010989,0.0010989
9,701.069,1.51898,1.18842,1.16272,0.78932,0.63552,0.71915,0.39411,1.38959,2.09087,0.94834,0.00105174,0.00105174,0.00105174
10,777.434,1.50878,1.17582,1.15382,0.78487,0.63864,0.72261,0.39584,1.41662,1.50964,0.96142,0.00100459,0.00100459,0.00100459
11,854.335,1.48949,1.15442,1.14579,0.76674,0.63934,0.71212,0.3853,1.36603,1.67891,0.93835,0.00095743,0.00095743,0.00095743
12,930.841,1.48171,1.15138,1.14086,0.77902,0.64196,0.72512,0.40902,1.32026,1.91499,0.93419,0.000910273,0.000910273,0.000910273
13,1007.32,1.46079,1.13091,1.13426,0.79406,0.64183,0.72579,0.3863,1.44707,1.65841,0.95571,0.000863116,0.000863116,0.000863116
14,1083.83,1.44945,1.11006,1.1256,0.79225,0.63868,0.73178,0.40728,1.32667,1.61337,0.93552,0.000815959,0.000815959,0.000815959
15,1160.45,1.45169,1.11391,1.12645,0.79244,0.64232,0.72535,0.3896,1.49843,1.6602,0.96636,0.000768802,0.000768802,0.000768802
16,1237.84,1.43247,1.09975,1.12126,0.77617,0.63599,0.70687,0.38269,1.41912,1.74085,0.94971,0.000721645,0.000721645,0.000721645
17,1315.11,1.42672,1.08851,1.11635,0.78514,0.65319,0.72761,0.42614,1.24447,1.91034,0.91204,0.000674488,0.000674488,0.000674488
18,1391.69,1.40701,1.06672,1.11147,0.8057,0.62405,0.71873,0.39349,1.36785,1.9008,0.93333,0.000627331,0.000627331,0.000627331
19,1468.32,1.40893,1.07144,1.11033,0.7801,0.64287,0.72347,0.41495,1.31216,1.59357,0.92478,0.000580174,0.000580174,0.000580174
20,1545.1,1.386,1.04915,1.09941,0.81081,0.63974,0.73046,0.41808,1.34895,1.7566,0.92601,0.000533017,0.000533017,0.000533017
21,1611.29,1.26084,0.95294,1.05955,0.77788,0.5965,0.68678,0.38498,1.43405,1.63245,0.96638,0.00048586,0.00048586,0.00048586
22,1675.49,1.24395,0.92401,1.05092,0.76198,0.62053,0.7037,0.41668,1.31118,1.75641,0.92544,0.000438703,0.000438703,0.000438703
23,1739.35,1.22697,0.90895,1.04377,0.79235,0.60278,0.70136,0.41055,1.35058,1.65546,0.93375,0.000391546,0.000391546,0.000391546
24,1803.24,1.20811,0.89548,1.04114,0.7878,0.60307,0.69554,0.4102,1.31525,1.76142,0.93196,0.000344389,0.000344389,0.000344389
25,1867.09,1.20555,0.87615,1.03434,0.78683,0.58958,0.6921,0.40752,1.33233,1.57955,0.9322,0.000297232,0.000297232,0.000297232
26,1930.91,1.19239,0.87294,1.02745,0.78415,0.60398,0.70211,0.41911,1.26091,1.61494,0.91544,0.000250075,0.000250075,0.000250075
27,1994.8,1.17552,0.85401,1.02552,0.81269,0.60145,0.70549,0.42918,1.25406,1.63019,0.91539,0.000202918,0.000202918,0.000202918
28,2058.37,1.16543,0.84739,1.02299,0.76972,0.60867,0.6953,0.41108,1.32033,1.56986,0.92718,0.000155761,0.000155761,0.000155761
29,2122.05,1.15397,0.83536,1.01932,0.80047,0.6017,0.70151,0.42316,1.2812,1.47634,0.91909,0.000108604,0.000108604,0.000108604
30,2185.76,1.16031,0.83744,1.01612,0.78912,0.60773,0.70362,0.42812,1.25645,1.52839,0.91566,6.1447e-05,6.1447e-05,6.1447e-05
