epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,81.2758,2.07733,2.04611,1.60543,0.40119,0.2215,0.19897,0.05361,2.82593,7.93616,1.78833,0.0700477,0.00332803,0.00332803
2,154.718,1.94216,1.76783,1.52402,0.62633,0.46243,0.47562,0.18151,2.12933,3.46293,1.35107,0.0398279,0.00644154,0.00644154
3,227.144,1.82344,1.60272,1.45622,0.67382,0.49248,0.53189,0.23167,1.89115,2.05907,1.24531,0.00938804,0.00933505,0.00933505
4,299.279,1.72637,1.47709,1.39847,0.64573,0.50739,0.54335,0.26116,1.76586,2.92847,1.19283,0.00901,0.00901,0.00901
5,371.33,1.6717,1.40092,1.3594,0.59727,0.48431,0.52348,0.24498,1.7428,2.86264,1.20184,0.00868,0.00868,0.00868
6,443.369,1.60558,1.33804,1.32065,0.69704,0.5112,0.56134,0.28161,1.72577,2.32441,1.14807,0.00835,0.00835,0.00835
7,515.309,1.56008,1.2794,1.29738,0.65236,0.48593,0.53088,0.23223,1.94968,3.39043,1.21785,0.00802,0.00802,0.00802
8,587.131,1.52385,1.23647,1.2736,0.73199,0.55547,0.62588,0.282,1.83457,1.86855,1.16426,0.00769,0.00769,0.00769
9,659.175,1.50503,1.2085,1.26531,0.7147,0.53521,0.6008,0.27991,1.74679,1.9555,1.1539,0.00736,0.00736,0.00736
10,731.249,1.46282,1.16919,1.24093,0.69761,0.6312,0.66584,0.33849,1.5401,2.27589,1.07904,0.00703,0.00703,0.00703
11,803.27,1.42302,1.12839,1.21874,0.72034,0.56208,0.64176,0.33756,1.43349,1.68007,1.04248,0.0067,0.0067,0.0067
12,875.183,1.40942,1.1034,1.20888,0.69889,0.60053,0.64352,0.35356,1.39907,1.68642,1.03254,0.00637,0.00637,0.00637
13,947.518,1.37578,1.07719,1.19798,0.75129,0.58695,0.6661,0.36238,1.45654,1.6236,1.03609,0.00604,0.00604,0.00604
14,1021.73,1.37311,1.06978,1.1837,0.74338,0.5687,0.64031,0.33946,1.51285,1.81207,1.04864,0.00571,0.00571,0.00571
15,1094.06,1.34148,1.04198,1.17308,0.74068,0.58042,0.64188,0.357,1.41827,2.03492,1.02529,0.00538,0.00538,0.00538
16,1165.83,1.32429,1.01525,1.16375,0.70745,0.60428,0.65955,0.35661,1.43969,1.65005,1.03102,0.00505,0.00505,0.00505
17,1237.96,1.3292,1.017,1.16229,0.74658,0.60284,0.67363,0.38177,1.39347,1.84404,1.00247,0.00472,0.00472,0.00472
18,1309.97,1.30045,0.99591,1.14955,0.72359,0.59628,0.66152,0.36388,1.48012,1.41539,1.02953,0.00439,0.00439,0.00439
19,1382.03,1.2896,0.98184,1.14173,0.70896,0.58102,0.64675,0.35355,1.43122,1.49513,1.02811,0.00406,0.00406,0.00406
20,1456.33,1.26375,0.96003,1.12976,0.7539,0.63646,0.69075,0.37631,1.41127,1.47693,1.01081,0.00373,0.00373,0.00373
21,1527.81,1.15608,0.84275,1.06686,0.7774,0.5903,0.66413,0.37109,1.38793,1.49204,1.00642,0.0034,0.0034,0.0034
22,1596.72,1.15198,0.82924,1.05932,0.7561,0.60938,0.67266,0.36717,1.52992,1.6159,1.03852,0.00307,0.00307,0.00307
23,1665.1,1.12572,0.81146,1.05287,0.72219,0.55815,0.63996,0.36014,1.48152,1.60098,1.03082,0.00274,0.00274,0.00274
24,1733.5,1.11198,0.79774,1.0452,0.73607,0.61137,0.6686,0.3871,1.35387,1.97712,0.99663,0.00241,0.00241,0.00241
25,1801.91,1.10005,0.7807,1.03632,0.73598,0.59798,0.66939,0.38308,1.38608,1.41762,1.00458,0.00208,0.00208,0.00208
26,1870.2,1.07532,0.76141,1.02806,0.76007,0.60637,0.68318,0.39646,1.34496,1.52148,0.99484,0.00175,0.00175,0.00175
27,1938.54,1.0627,0.74938,1.02122,0.77058,0.62426,0.69868,0.4056,1.36345,1.5228,0.99312,0.00142,0.00142,0.00142
28,2008.31,1.04307,0.73247,1.01376,0.74586,0.5954,0.66997,0.39265,1.34597,1.42554,0.98328,0.00109,0.00109,0.00109
29,2078.43,1.02741,0.71334,1.00708,0.76167,0.60356,0.68064,0.3984,1.35385,1.39626,0.98906,0.00076,0.00076,0.00076
30,2147.97,1.0152,0.7047,1.00178,0.75497,0.61397,0.68586,0.40344,1.30341,1.47828,0.97468,0.00043,0.00043,0.00043
