epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,86.5941,1.57428,1.87657,1.16787,0.77632,0.65347,0.7265,0.44396,1.16532,1.98998,0.89828,0.0700477,0.00332803,0.00332803
2,166.998,1.48848,1.30189,1.11125,0.75611,0.61718,0.70191,0.42285,1.21678,2.04096,0.92136,0.0398279,0.00644154,0.00644154
3,247.68,1.50637,1.27345,1.10437,0.71834,0.6306,0.68906,0.41039,1.26878,2.23651,0.92331,0.00938804,0.00933505,0.00933505
4,328.119,1.50388,1.22775,1.10035,0.75544,0.66191,0.73222,0.4376,1.23977,2.04653,0.92733,0.00901,0.00901,0.00901
5,409.93,1.44309,1.15656,1.07864,0.75505,0.64777,0.70506,0.42822,1.18425,2.44213,0.91375,0.00868,0.00868,0.00868
6,491.666,1.40892,1.08656,1.06263,0.75258,0.65009,0.70848,0.43965,1.14758,2.68417,0.89925,0.00835,0.00835,0.00835
7,573.354,1.3661,1.04036,1.04818,0.77392,0.64272,0.72113,0.45104,1.15748,1.77015,0.90151,0.00802,0.00802,0.00802
8,655.093,1.33743,0.99754,1.04064,0.78235,0.64174,0.72509,0.46146,1.11774,1.61085,0.89463,0.00769,0.00769,0.00769
9,736.683,1.31932,0.97889,1.03155,0.74372,0.63541,0.6992,0.4444,1.0976,2.17326,0.89423,0.00736,0.00736,0.00736
10,818.314,1.30849,0.95196,1.02841,0.77293,0.61567,0.69513,0.43591,1.17939,1.96611,0.90859,0.00703,0.00703,0.00703
11,900.05,1.28023,0.92139,1.01675,0.74873,0.6544,0.71082,0.45685,1.06395,1.91924,0.88099,0.0067,0.0067,0.0067
12,981.574,1.26807,0.909,1.0103,0.76455,0.62601,0.70933,0.45688,1.08623,1.80404,0.88549,0.00637,0.00637,0.00637
13,1063.33,1.25081,0.88815,1.00676,0.79552,0.63412,0.72758,0.46834,1.07241,1.86559,0.8829,0.00604,0.00604,0.00604
14,1145,1.23629,0.87077,1.0013,0.7682,0.6071,0.69784,0.45908,1.07443,1.94426,0.88626,0.00571,0.00571,0.00571
15,1224.5,1.22661,0.85204,0.99577,0.77919,0.66748,0.74237,0.48189,1.10097,1.55841,0.88289,0.00538,0.00538,0.00538
16,1303.58,1.20133,0.83215,0.9863,0.76937,0.66092,0.73846,0.47319,1.1208,1.88483,0.89218,0.00505,0.00505,0.00505
17,1383.17,1.19597,0.82295,0.98585,0.76148,0.64127,0.72189,0.47348,1.09094,1.65048,0.88996,0.00472,0.00472,0.00472
18,1462.62,1.1793,0.80997,0.9787,0.7976,0.67147,0.75655,0.49098,1.06304,1.82197,0.8747,0.00439,0.00439,0.00439
19,1541.74,1.17082,0.797,0.97648,0.78602,0.66418,0.74168,0.48634,1.03509,1.82161,0.8699,0.00406,0.00406,0.00406
20,1621.48,1.17126,0.7888,0.9761,0.82597,0.67164,0.7613,0.49662,1.05618,1.87785,0.87342,0.00373,0.00373,0.00373
21,1691.56,1.03144,0.67972,0.93454,0.81133,0.67959,0.75774,0.48853,1.10481,1.65563,0.88646,0.0034,0.0034,0.0034
22,1759.64,1.0227,0.66976,0.93042,0.79943,0.68092,0.76179,0.49746,1.0717,1.45958,0.88795,0.00307,0.00307,0.00307
23,1827.84,1.00775,0.65309,0.92732,0.8116,0.64918,0.74596,0.48504,1.10064,1.72596,0.88418,0.00274,0.00274,0.00274
24,1895.91,0.98744,0.6355,0.9227,0.81119,0.65203,0.75326,0.49208,1.09318,1.7202,0.88545,0.00241,0.00241,0.00241
25,1963.95,0.97743,0.62325,0.91728,0.79468,0.67571,0.75101,0.49471,1.05614,1.88217,0.87636,0.00208,0.00208,0.00208
26,2032.03,0.95291,0.60938,0.91052,0.77743,0.69085,0.75543,0.49817,1.06761,1.55583,0.87882,0.00175,0.00175,0.00175
27,2100.23,0.94451,0.59657,0.90875,0.79084,0.67783,0.75563,0.50634,1.03273,1.50988,0.87198,0.00142,0.00142,0.00142
28,2168.22,0.92112,0.58415,0.90172,0.81656,0.65988,0.75018,0.49866,1.08473,1.39044,0.87837,0.00109,0.00109,0.00109
29,2235.9,0.90875,0.57179,0.89992,0.80097,0.667,0.752,0.50794,1.03848,1.40915,0.87051,0.00076,0.00076,0.00076
30,2303.58,0.90501,0.56987,0.89563,0.80205,0.67874,0.75891,0.51058,1.06112,1.45931,0.87741,0.00043,0.00043,0.00043
