epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,84.6006,1.83327,2.07384,1.33062,0.72805,0.64407,0.68508,0.33917,1.54925,3.42367,1.00361,0.0700477,0.00332803,0.00332803
2,162.186,1.65419,1.45037,1.22519,0.76683,0.61984,0.68687,0.30318,1.79393,2.01283,1.034,0.0398279,0.00644154,0.00644154
3,238.525,1.64663,1.39758,1.20317,0.73309,0.57268,0.63657,0.31476,1.51302,2.40359,0.98048,0.00938804,0.00933505,0.00933505
4,314.495,1.65615,1.37686,1.212,0.75512,0.59148,0.66466,0.33249,1.61854,1.98215,1.00775,0.00901,0.00901,0.00901
5,390.902,1.59856,1.30249,1.19262,0.76657,0.60546,0.69111,0.39522,1.31957,2.04357,0.95218,0.00868,0.00868,0.00868
6,466.658,1.53599,1.22987,1.16192,0.76138,0.61231,0.68796,0.37545,1.38999,2.05546,0.9641,0.00835,0.00835,0.00835
7,542.268,1.49912,1.17581,1.1476,0.71943,0.61121,0.66039,0.37366,1.36914,1.86395,0.94962,0.00802,0.00802,0.00802
8,618.241,1.47411,1.14824,1.13864,0.75461,0.62671,0.69881,0.40844,1.22219,1.82374,0.9277,0.00769,0.00769,0.00769
9,694.123,1.4457,1.11478,1.1261,0.72182,0.63314,0.68816,0.39806,1.2264,1.85859,0.92548,0.00736,0.00736,0.00736
10,770.007,1.42312,1.09071,1.11227,0.73066,0.62861,0.69385,0.4157,1.19739,1.99228,0.92288,0.00703,0.00703,0.00703
11,846.258,1.40227,1.06347,1.10429,0.7671,0.61296,0.69753,0.43068,1.17996,1.73102,0.90798,0.0067,0.0067,0.0067
12,922.097,1.38552,1.0406,1.0981,0.74459,0.59949,0.68166,0.4034,1.23352,1.78325,0.92544,0.00637,0.00637,0.00637
13,998.266,1.35463,1.01127,1.08859,0.7695,0.61665,0.70757,0.42666,1.17602,2.60082,0.91331,0.00604,0.00604,0.00604
14,1073.72,1.3399,0.98579,1.07711,0.73611,0.65398,0.71739,0.44213,1.15295,1.7214,0.9098,0.00571,0.00571,0.00571
15,1149.37,1.32156,0.98384,1.07585,0.77557,0.65861,0.72976,0.44993,1.12845,1.53302,0.90846,0.00538,0.00538,0.00538
16,1225.22,1.30573,0.95811,1.06914,0.76796,0.63505,0.71558,0.44132,1.16756,1.62944,0.90218,0.00505,0.00505,0.00505
17,1301.12,1.29849,0.94731,1.06312,0.76514,0.64049,0.72236,0.43594,1.18589,1.40409,0.91009,0.00472,0.00472,0.00472
18,1376.57,1.28278,0.93116,1.05807,0.77121,0.63101,0.71972,0.44867,1.11777,1.37474,0.89974,0.00439,0.00439,0.00439
19,1452.66,1.26469,0.91007,1.04896,0.75456,0.60982,0.69094,0.43554,1.13187,1.89673,0.89649,0.00406,0.00406,0.00406
20,1528.45,1.24088,0.88989,1.04089,0.74679,0.64301,0.71013,0.43688,1.12126,1.63364,0.9052,0.00373,0.00373,0.00373
21,1598.19,1.10529,0.79631,0.9947,0.7589,0.62525,0.69854,0.41016,1.32591,1.89514,0.9362,0.0034,0.0034,0.0034
22,1665.54,1.10158,0.7777,0.99256,0.74122,0.63668,0.70105,0.42864,1.19437,1.52686,0.92163,0.00307,0.00307,0.00307
23,1732.79,1.07517,0.75159,0.98203,0.75193,0.64914,0.71306,0.43609,1.21445,1.64243,0.92264,0.00274,0.00274,0.00274
24,1800.06,1.04943,0.73578,0.9764,0.7613,0.62096,0.69944,0.42394,1.29548,1.57975,0.94199,0.00241,0.00241,0.00241
25,1867.31,1.04561,0.72195,0.96943,0.75707,0.6186,0.68838,0.36276,1.66839,1.9596,1.02459,0.00208,0.00208,0.00208
26,1934.55,1.0178,0.69895,0.9595,0.77758,0.65833,0.73294,0.44898,1.23512,1.6575,0.92052,0.00175,0.00175,0.00175
27,2001.74,0.99129,0.67665,0.95438,0.75409,0.61334,0.68689,0.39067,1.45164,1.75059,0.96762,0.00142,0.00142,0.00142
28,2068.73,0.96973,0.65971,0.94806,0.75908,0.6426,0.71903,0.42296,1.37636,1.6848,0.95471,0.00109,0.00109,0.00109
29,2135.97,0.94911,0.63741,0.94138,0.74559,0.6177,0.6931,0.42878,1.26297,1.75262,0.92874,0.00076,0.00076,0.00076
30,2203.41,0.93587,0.62637,0.93437,0.76789,0.62021,0.71484,0.43249,1.32903,1.66608,0.94344,0.00043,0.00043,0.00043
