epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,84.0101,1.88674,1.64241,1.37058,0.65125,0.61756,0.63611,0.29516,1.63599,4.42589,1.15605,0.0700477,0.00332803,0.00332803
2,162.133,1.75529,1.38521,1.31518,0.73364,0.63595,0.68545,0.35286,1.58375,2.31753,1.10213,0.0398279,0.00644154,0.00644154
3,240.281,1.67929,1.29677,1.27508,0.71143,0.65688,0.70109,0.34979,1.54626,3.11081,1.06575,0.00938804,0.00933505,0.00933505
4,316.524,1.63362,1.24439,1.24467,0.75621,0.6569,0.70714,0.36638,1.47032,1.92437,1.03475,0.00901,0.00901,0.00901
5,392.237,1.57692,1.19066,1.21722,0.74761,0.63131,0.70293,0.39686,1.3887,2.21272,0.99938,0.00868,0.00868,0.00868
6,466.997,1.54074,1.15248,1.19053,0.77826,0.62908,0.71522,0.40492,1.33557,1.77122,0.98412,0.00835,0.00835,0.00835
7,542.348,1.50996,1.12774,1.18011,0.81682,0.62173,0.71466,0.36451,1.53771,1.7116,1.02892,0.00802,0.00802,0.00802
8,617.465,1.48538,1.1029,1.16484,0.82197,0.65664,0.74091,0.40411,1.44889,1.58171,1.00342,0.00769,0.00769,0.00769
9,691.804,1.45713,1.07084,1.14792,0.78944,0.6597,0.72153,0.39013,1.42743,2.05304,0.99192,0.00736,0.00736,0.00736
10,766.141,1.43921,1.05809,1.13518,0.7925,0.65201,0.7254,0.39131,1.44897,1.47678,1.00199,0.00703,0.00703,0.00703
11,841.232,1.42938,1.05062,1.13501,0.8118,0.64513,0.7348,0.4198,1.31954,1.66909,0.96891,0.0067,0.0067,0.0067
12,915.896,1.40867,1.03246,1.12649,0.78016,0.66355,0.7365,0.43061,1.29598,1.6603,0.96055,0.00637,0.00637,0.00637
13,991.065,1.40955,1.02074,1.12222,0.81335,0.64597,0.72819,0.42127,1.28855,1.8445,0.96503,0.00604,0.00604,0.00604
14,1066.35,1.3854,1.00319,1.11514,0.81162,0.63974,0.7218,0.40871,1.40432,1.59741,0.98854,0.00571,0.00571,0.00571
15,1141.58,1.36742,0.98902,1.10502,0.8028,0.66741,0.75101,0.43252,1.30611,1.59327,0.96142,0.00538,0.00538,0.00538
16,1216.46,1.37199,0.98679,1.10307,0.81874,0.66141,0.74503,0.44293,1.23873,1.66975,0.94359,0.00505,0.00505,0.00505
17,1291.59,1.3556,0.97051,1.09591,0.77814,0.66106,0.73353,0.42714,1.29807,1.54011,0.95664,0.00472,0.00472,0.00472
18,1366.66,1.36041,0.97405,1.09571,0.78505,0.65771,0.72957,0.4313,1.2739,1.57437,0.94656,0.00439,0.00439,0.00439
19,1441.32,1.33817,0.95123,1.08645,0.80032,0.66926,0.74012,0.43546,1.25351,1.80071,0.94229,0.00406,0.00406,0.00406
20,1515.57,1.31483,0.93355,1.0765,0.79046,0.65671,0.73612,0.44434,1.24649,1.52846,0.94257,0.00373,0.00373,0.00373
21,1583.66,1.23663,0.87643,1.04987,0.79399,0.64548,0.72713,0.42201,1.34677,1.8649,0.95989,0.0034,0.0034,0.0034
22,1651.3,1.2176,0.84693,1.04194,0.78694,0.64742,0.72209,0.429,1.29431,1.65648,0.95288,0.00307,0.00307,0.00307
23,1718.37,1.19855,0.83248,1.03403,0.80225,0.64774,0.73098,0.43027,1.2822,1.69465,0.94517,0.00274,0.00274,0.00274
24,1785.06,1.17309,0.82206,1.02926,0.78438,0.64153,0.71753,0.41931,1.29147,1.73802,0.9513,0.00241,0.00241,0.00241
25,1850.97,1.17497,0.8012,1.02518,0.77013,0.644,0.70801,0.41117,1.30003,1.6248,0.94789,0.00208,0.00208,0.00208
26,1917.39,1.16075,0.7931,1.01593,0.78901,0.64515,0.72101,0.43111,1.23908,1.61702,0.93802,0.00175,0.00175,0.00175
27,1983.63,1.14327,0.78609,1.01686,0.7976,0.64321,0.72506,0.4342,1.25517,1.73874,0.93531,0.00142,0.00142,0.00142
28,2049.83,1.13775,0.77499,1.01063,0.79265,0.64837,0.72436,0.43036,1.2712,1.7759,0.94084,0.00109,0.00109,0.00109
29,2116.67,1.1177,0.76131,1.00362,0.79741,0.6468,0.72515,0.43737,1.23129,1.68962,0.93458,0.00076,0.00076,0.00076
30,2183.29,1.1211,0.75515,1.00231,0.79702,0.645,0.72428,0.43798,1.24226,1.70426,0.93267,0.00043,0.00043,0.00043
