epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,80.3541,2.0341,1.94001,1.54859,0.5817,0.49476,0.46725,0.18327,2.08467,3.96605,1.32167,0.0700477,0.00332803,0.00332803
2,153.651,1.85711,1.59526,1.45002,0.65841,0.54389,0.5285,0.23149,1.96679,2.9169,1.24627,0.0398279,0.00644154,0.00644154
3,225.136,1.77249,1.47289,1.39913,0.71648,0.58777,0.63032,0.25612,1.91792,3.28186,1.24733,0.00938804,0.00933505,0.00933505
4,296.036,1.70054,1.39187,1.36757,0.75155,0.61816,0.65964,0.30507,1.7479,1.98145,1.14505,0.00901,0.00901,0.00901
5,366.752,1.64511,1.33751,1.32403,0.73571,0.62306,0.68502,0.32954,1.61988,2.1434,1.0932,0.00868,0.00868,0.00868
6,438.265,1.60209,1.28842,1.29826,0.75895,0.62643,0.69387,0.32278,1.67642,1.89604,1.12238,0.00835,0.00835,0.00835
7,509.309,1.58128,1.26647,1.28608,0.73514,0.6218,0.68331,0.32867,1.67282,1.95146,1.13443,0.00802,0.00802,0.00802
8,580.149,1.55114,1.23896,1.27173,0.7566,0.62013,0.68679,0.31712,1.77319,1.78424,1.15521,0.00769,0.00769,0.00769
9,651.164,1.53429,1.21441,1.25943,0.77437,0.62607,0.70313,0.34958,1.60089,1.87189,1.0818,0.00736,0.00736,0.00736
10,721.688,1.51894,1.20994,1.24991,0.75959,0.63118,0.70063,0.36072,1.52187,1.94889,1.05474,0.00703,0.00703,0.00703
11,791.61,1.50577,1.18046,1.23936,0.76754,0.6446,0.7062,0.35267,1.61473,1.74367,1.0856,0.0067,0.0067,0.0067
12,863.06,1.47822,1.1566,1.22843,0.74337,0.59661,0.67875,0.35041,1.5462,1.47719,1.06089,0.00637,0.00637,0.00637
13,933.79,1.46074,1.14262,1.2236,0.7855,0.60691,0.69239,0.37349,1.4649,1.63243,1.02488,0.00604,0.00604,0.00604
14,1004.01,1.43973,1.12785,1.20877,0.75005,0.6349,0.70342,0.3804,1.40202,1.74877,1.01515,0.00571,0.00571,0.00571
15,1075.43,1.43996,1.12217,1.2029,0.80022,0.61955,0.71239,0.36792,1.52587,1.93268,1.04688,0.00538,0.00538,0.00538
16,1145.62,1.4291,1.10479,1.19804,0.74515,0.62067,0.67867,0.30322,1.80416,2.1812,1.13444,0.00505,0.00505,0.00505
17,1216.22,1.42327,1.10732,1.20035,0.79602,0.62925,0.71292,0.37834,1.43141,1.78182,1.011,0.00472,0.00472,0.00472
18,1286.96,1.40771,1.08426,1.18648,0.76903,0.63555,0.71158,0.39057,1.40107,1.85383,1.00769,0.00439,0.00439,0.00439
19,1357.63,1.39795,1.06755,1.17914,0.76909,0.64543,0.71515,0.38821,1.44195,1.74237,1.01763,0.00406,0.00406,0.00406
20,1428.35,1.38346,1.06395,1.17701,0.76332,0.64874,0.71468,0.39272,1.39249,1.67808,1.00157,0.00373,0.00373,0.00373
21,1498.37,1.31658,1.01871,1.15116,0.7491,0.63183,0.69399,0.36107,1.53266,1.72868,1.0443,0.0034,0.0034,0.0034
22,1566.17,1.29675,0.98214,1.13861,0.77823,0.62919,0.70852,0.37923,1.47576,1.85366,1.0309,0.00307,0.00307,0.00307
23,1633.64,1.27667,0.97016,1.12879,0.75144,0.62463,0.69484,0.36529,1.49662,1.79396,1.02953,0.00274,0.00274,0.00274
24,1701.42,1.25987,0.95211,1.12543,0.7747,0.62429,0.69913,0.37273,1.44424,1.87657,1.01349,0.00241,0.00241,0.00241
25,1769.05,1.25359,0.94069,1.11653,0.77549,0.62122,0.70392,0.38732,1.38431,1.60948,0.99496,0.00208,0.00208,0.00208
26,1835.35,1.23773,0.92862,1.10799,0.77204,0.63018,0.70758,0.39805,1.35955,1.54359,0.99409,0.00175,0.00175,0.00175
27,1902.84,1.22474,0.91195,1.104,0.76523,0.63889,0.71143,0.39171,1.39878,1.7762,0.9975,0.00142,0.00142,0.00142
28,1969.32,1.20771,0.89637,1.09343,0.78159,0.61386,0.6955,0.38207,1.45165,1.78844,1.01807,0.00109,0.00109,0.00109
29,2036.11,1.19221,0.88271,1.0858,0.7702,0.62715,0.70238,0.39322,1.36605,1.61178,0.99307,0.00076,0.00076,0.00076
30,2102.63,1.19361,0.87871,1.08269,0.78207,0.63092,0.71111,0.40153,1.37566,1.59249,0.99554,0.00043,0.00043,0.00043
