epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,86.8668,1.77722,1.54509,1.33879,0.7002,0.59603,0.62869,0.32308,1.56273,4.03935,1.08838,0.0700477,0.00332803,0.00332803
2,166.832,1.66214,1.31525,1.29694,0.78297,0.62944,0.69965,0.36434,1.51813,2.1898,1.07217,0.0398279,0.00644154,0.00644154
3,247.052,1.5857,1.22792,1.24963,0.79048,0.63781,0.70696,0.38345,1.44375,2.98185,1.03853,0.00938804,0.00933505,0.00933505
4,327.594,1.53611,1.16155,1.22325,0.80522,0.63528,0.71688,0.38102,1.38409,3.53685,1.0172,0.00901,0.00901,0.00901
5,407.687,1.50776,1.14383,1.20649,0.81127,0.62832,0.71617,0.39639,1.33813,2.13802,0.99612,0.00868,0.00868,0.00868
6,487.032,1.45772,1.09311,1.18562,0.79353,0.62029,0.71906,0.40455,1.36261,2.23517,0.98931,0.00835,0.00835,0.00835
7,566.025,1.43975,1.07461,1.17089,0.79315,0.6596,0.73813,0.4014,1.42842,1.54123,1.01174,0.00802,0.00802,0.00802
8,645.906,1.42489,1.06129,1.1665,0.80463,0.64155,0.71933,0.40858,1.38824,1.84787,0.99696,0.00769,0.00769,0.00769
9,727.029,1.40225,1.0326,1.15055,0.78751,0.65044,0.72901,0.41776,1.34027,2.02448,0.9906,0.00736,0.00736,0.00736
10,806.732,1.39328,1.03367,1.1504,0.85866,0.60749,0.73361,0.43289,1.26773,1.72016,0.97505,0.00703,0.00703,0.00703
11,886.213,1.38516,1.01867,1.14852,0.82209,0.64094,0.73733,0.43611,1.26277,1.70811,0.97799,0.0067,0.0067,0.0067
12,964.923,1.38331,1.00526,1.144,0.81126,0.66609,0.74953,0.44758,1.23796,1.87078,0.96343,0.00637,0.00637,0.00637
13,1043.83,1.35029,0.98581,1.1307,0.83192,0.62609,0.72638,0.42566,1.28117,1.43727,0.96949,0.00604,0.00604,0.00604
14,1123.14,1.3384,0.97218,1.12416,0.79578,0.65475,0.73505,0.42744,1.28574,1.93087,0.97453,0.00571,0.00571,0.00571
15,1202.34,1.33813,0.9677,1.11686,0.80236,0.66044,0.74533,0.45173,1.19284,1.67461,0.9464,0.00538,0.00538,0.00538
16,1282.47,1.33059,0.9604,1.11611,0.81537,0.66081,0.74818,0.44897,1.23777,1.29481,0.96241,0.00505,0.00505,0.00505
17,1362.01,1.31498,0.94689,1.1058,0.81618,0.65707,0.74524,0.43947,1.24798,1.65349,0.95857,0.00472,0.00472,0.00472
18,1441.91,1.31285,0.94225,1.10526,0.82712,0.62451,0.7248,0.43053,1.24229,1.44514,0.95588,0.00439,0.00439,0.00439
19,1520.54,1.30269,0.93135,1.10015,0.8011,0.63623,0.73181,0.44544,1.20366,1.4782,0.94808,0.00406,0.00406,0.00406
20,1599.35,1.2856,0.91847,1.09423,0.79955,0.64666,0.7401,0.44835,1.22217,1.50245,0.94833,0.00373,0.00373,0.00373
21,1666.47,1.1965,0.83794,1.03794,0.79293,0.63388,0.7197,0.42037,1.30434,1.68012,0.977,0.0034,0.0034,0.0034
22,1733.6,1.18394,0.8146,1.03127,0.7843,0.62331,0.71773,0.42387,1.31744,1.60621,0.97294,0.00307,0.00307,0.00307
23,1800.33,1.15645,0.78426,1.02206,0.78769,0.62527,0.71306,0.42849,1.25667,1.7272,0.96064,0.00274,0.00274,0.00274
24,1866.95,1.13437,0.77386,1.01657,0.79371,0.62635,0.72052,0.43198,1.27907,1.59837,0.96708,0.00241,0.00241,0.00241
25,1933.5,1.12545,0.75451,1.00605,0.76224,0.63573,0.71693,0.4291,1.29596,1.64751,0.97352,0.00208,0.00208,0.00208
26,1999.59,1.11885,0.74652,1.0041,0.78839,0.63687,0.71967,0.43578,1.25835,1.51878,0.96059,0.00175,0.00175,0.00175
27,2065.34,1.08918,0.73014,0.99751,0.78633,0.65202,0.73231,0.44417,1.25772,1.50803,0.96249,0.00142,0.00142,0.00142
28,2131.38,1.07771,0.71486,0.98908,0.79054,0.64367,0.7311,0.44663,1.25844,1.43053,0.95894,0.00109,0.00109,0.00109
29,2197.81,1.06176,0.69893,0.98224,0.80796,0.62891,0.72268,0.43868,1.25725,1.40664,0.96027,0.00076,0.00076,0.00076
30,2264.45,1.05219,0.68887,0.97824,0.80361,0.63071,0.72501,0.45024,1.218,1.51969,0.95025,0.00043,0.00043,0.00043
