epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,76.4835,1.84081,1.63877,1.39594,0.72274,0.57503,0.62776,0.29494,1.69542,3.26853,1.17339,0.0700477,0.00332803,0.00332803
2,146.855,1.70247,1.37109,1.33868,0.75653,0.59187,0.64956,0.30601,1.75923,2.5544,1.13574,0.0398279,0.00644154,0.00644154
3,216.375,1.60792,1.26898,1.28121,0.74578,0.59777,0.65835,0.33233,1.48734,1.967,1.03713,0.00938804,0.00933505,0.00933505
4,286.205,1.55266,1.21391,1.25576,0.77484,0.63751,0.70219,0.36929,1.49635,1.76056,1.03069,0.00901,0.00901,0.00901
5,355.883,1.4998,1.16282,1.22231,0.76958,0.60461,0.69254,0.38248,1.41101,1.74909,1.01372,0.00868,0.00868,0.00868
6,425.544,1.45988,1.11759,1.19917,0.75138,0.63993,0.69586,0.3556,1.54165,2.36448,1.0432,0.00835,0.00835,0.00835
7,497.287,1.41744,1.07701,1.18151,0.76089,0.61672,0.69287,0.39606,1.29835,1.70136,0.96853,0.00802,0.00802,0.00802
8,568.916,1.40021,1.06088,1.16802,0.76012,0.63528,0.71128,0.39776,1.31628,2.16421,0.98121,0.00769,0.00769,0.00769
9,640.634,1.38249,1.04545,1.15686,0.80422,0.65325,0.7286,0.40683,1.34814,2.09871,0.97861,0.00736,0.00736,0.00736
10,712.349,1.36315,1.01844,1.14548,0.78088,0.65462,0.72009,0.4053,1.32384,1.54228,0.97105,0.00703,0.00703,0.00703
11,783.239,1.34808,1.0072,1.13941,0.80749,0.65851,0.7298,0.40549,1.36472,1.5751,0.98485,0.0067,0.0067,0.0067
12,854.758,1.3285,0.99226,1.12876,0.81846,0.64897,0.73308,0.42845,1.2925,1.49329,0.96338,0.00637,0.00637,0.00637
13,926.368,1.31084,0.97146,1.1195,0.79948,0.64987,0.73026,0.42624,1.2818,1.57611,0.95289,0.00604,0.00604,0.00604
14,998.177,1.2958,0.95456,1.11066,0.79828,0.65317,0.72494,0.40648,1.38473,1.75624,0.98392,0.00571,0.00571,0.00571
15,1069.87,1.28629,0.94691,1.10457,0.80001,0.65813,0.7329,0.4299,1.30096,1.7345,0.95502,0.00538,0.00538,0.00538
16,1142.08,1.27889,0.94227,1.10152,0.8112,0.65288,0.72698,0.41584,1.32103,2.10581,0.95863,0.00505,0.00505,0.00505
17,1213.84,1.267,0.9264,1.09588,0.79605,0.64253,0.71306,0.3957,1.41437,1.70788,0.97872,0.00472,0.00472,0.00472
18,1285.84,1.25913,0.92279,1.08974,0.80087,0.65428,0.72964,0.42053,1.29318,1.61461,0.95197,0.00439,0.00439,0.00439
19,1357.83,1.24742,0.91131,1.08339,0.80742,0.65902,0.72801,0.42883,1.29485,1.79029,0.94644,0.00406,0.00406,0.00406
20,1430.07,1.23636,0.89766,1.07951,0.78855,0.66766,0.7383,0.43886,1.26976,1.44842,0.94063,0.00373,0.00373,0.00373
21,1496.53,1.17782,0.83468,1.03751,0.78502,0.64103,0.71794,0.40718,1.39037,1.7132,0.97109,0.0034,0.0034,0.0034
22,1561.14,1.15855,0.81036,1.02997,0.79486,0.62679,0.71262,0.41923,1.34751,1.65476,0.96339,0.00307,0.00307,0.00307
23,1625.68,1.13006,0.79047,1.01693,0.78295,0.62698,0.70155,0.42794,1.2512,1.59716,0.93784,0.00274,0.00274,0.00274
24,1689.26,1.11349,0.78263,1.01328,0.79092,0.62358,0.7068,0.42592,1.26638,1.6179,0.94594,0.00241,0.00241,0.00241
25,1751.57,1.11137,0.76643,1.00833,0.78716,0.63234,0.71214,0.42433,1.27176,1.5492,0.94146,0.00208,0.00208,0.00208
26,1813.89,1.09964,0.75866,1.00261,0.78359,0.62999,0.71145,0.42808,1.25107,1.60426,0.93781,0.00175,0.00175,0.00175
27,1876.11,1.08378,0.74168,0.99888,0.80171,0.63711,0.72537,0.4427,1.2102,1.50899,0.92603,0.00142,0.00142,0.00142
28,1938.28,1.07361,0.73526,0.99184,0.78556,0.65087,0.72124,0.43599,1.25082,1.70905,0.93285,0.00109,0.00109,0.00109
29,2000.27,1.06054,0.72389,0.98715,0.78111,0.63822,0.71702,0.43962,1.22241,1.57708,0.92668,0.00076,0.00076,0.00076
30,2062.39,1.06146,0.71993,0.98768,0.78179,0.65019,0.72407,0.44192,1.22393,1.65151,0.92672,0.00043,0.00043,0.00043
