epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,89.7995,1.91005,1.68375,1.34929,0.63967,0.52504,0.56992,0.2491,1.71395,3.42488,1.16416,0.0700477,0.00332803,0.00332803
2,172.481,1.86882,1.51924,1.35555,0.737,0.54293,0.59321,0.25686,1.75387,5.21647,1.2083,0.0398279,0.00644154,0.00644154
3,254.703,1.81041,1.45028,1.33013,0.67089,0.61477,0.64429,0.30968,1.63458,3.49244,1.16332,0.00938804,0.00933505,0.00933505
4,335.88,1.7611,1.37822,1.31066,0.69443,0.59499,0.64171,0.32468,1.59158,3.51359,1.11423,0.00901,0.00901,0.00901
5,417.823,1.71595,1.33552,1.29198,0.72796,0.62691,0.67444,0.33681,1.58829,2.61947,1.10717,0.00868,0.00868,0.00868
6,500.023,1.69161,1.29237,1.27373,0.69981,0.59385,0.64673,0.31833,1.71592,3.54803,1.14641,0.00835,0.00835,0.00835
7,582.468,1.66429,1.26106,1.26101,0.74556,0.62508,0.68834,0.36716,1.5182,2.51985,1.08169,0.00802,0.00802,0.00802
8,664.488,1.65891,1.24742,1.25644,0.73995,0.61129,0.67049,0.35151,1.48017,2.22562,1.08277,0.00769,0.00769,0.00769
9,746.712,1.63103,1.21235,1.24093,0.75765,0.62754,0.68508,0.34518,1.57416,2.47137,1.11553,0.00736,0.00736,0.00736
10,829.088,1.62346,1.21887,1.243,0.77223,0.63468,0.70337,0.37203,1.45661,2.68884,1.06602,0.00703,0.00703,0.00703
11,911.432,1.61111,1.20081,1.22719,0.74118,0.61458,0.68689,0.33236,1.5849,2.66459,1.09944,0.0067,0.0067,0.0067
12,992.99,1.59516,1.18451,1.23328,0.75556,0.65635,0.7107,0.36163,1.57919,2.9008,1.10055,0.00637,0.00637,0.00637
13,1075.06,1.58036,1.16494,1.22172,0.7497,0.64709,0.69443,0.3572,1.50097,2.81305,1.08958,0.00604,0.00604,0.00604
14,1156.74,1.56013,1.14884,1.21219,0.76973,0.63509,0.70325,0.39484,1.36138,2.08248,1.03585,0.00571,0.00571,0.00571
15,1238.58,1.55869,1.14382,1.20737,0.76844,0.66883,0.7156,0.38825,1.39498,2.19925,1.04574,0.00538,0.00538,0.00538
16,1320.67,1.52572,1.12714,1.19734,0.77356,0.62879,0.70647,0.38201,1.3773,1.83173,1.03629,0.00505,0.00505,0.00505
17,1402.69,1.49878,1.10968,1.18647,0.76955,0.63018,0.70184,0.40837,1.27728,2.23451,1.01656,0.00472,0.00472,0.00472
18,1484.52,1.50047,1.1038,1.18652,0.75655,0.65606,0.71555,0.38123,1.42591,2.60695,1.04051,0.00439,0.00439,0.00439
19,1566.32,1.48779,1.08738,1.18477,0.76107,0.67639,0.73456,0.41837,1.31611,1.94059,1.01033,0.00406,0.00406,0.00406
20,1648.68,1.46869,1.07304,1.16911,0.76186,0.64359,0.7171,0.42265,1.27015,1.76349,0.99872,0.00373,0.00373,0.00373
21,1719.82,1.32082,0.95162,1.12619,0.78552,0.64823,0.71995,0.37196,1.55644,2.37231,1.08982,0.0034,0.0034,0.0034
22,1788.47,1.31298,0.9317,1.12244,0.75293,0.65497,0.70527,0.35234,1.61493,1.80306,1.11826,0.00307,0.00307,0.00307
23,1857.17,1.27744,0.89994,1.10363,0.77857,0.67274,0.7374,0.42503,1.32138,1.87833,1.02308,0.00274,0.00274,0.00274
24,1925.82,1.25019,0.87749,1.09522,0.79395,0.65153,0.74193,0.43538,1.26936,1.7929,1.00104,0.00241,0.00241,0.00241
25,1994.2,1.24195,0.8622,1.08372,0.78837,0.66126,0.73627,0.43548,1.23423,1.56387,0.99074,0.00208,0.00208,0.00208
26,2062.58,1.21171,0.8327,1.07178,0.79831,0.65763,0.73908,0.44653,1.1777,1.37883,0.98314,0.00175,0.00175,0.00175
27,2130.77,1.18546,0.80944,1.06464,0.76322,0.65869,0.72404,0.43437,1.25239,1.54509,0.9988,0.00142,0.00142,0.00142
28,2198.86,1.16437,0.78873,1.05439,0.80224,0.66381,0.74042,0.43622,1.2719,1.45772,1.00408,0.00109,0.00109,0.00109
29,2266.86,1.12716,0.75548,1.03857,0.78353,0.6618,0.73881,0.45226,1.22933,1.34224,0.98862,0.00076,0.00076,0.00076
30,2335.02,1.10388,0.73477,1.02288,0.77,0.66478,0.73796,0.45765,1.19018,1.33147,0.97747,0.00043,0.00043,0.00043
