epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,76.8539,2.04057,2.45334,1.47697,0.62663,0.62576,0.61062,0.3128,1.5582,4.0334,0.97308,0.0700477,0.00332803,0.00332803
2,146.779,1.81648,1.72683,1.31897,0.72463,0.61535,0.66962,0.33383,1.60738,3.25716,1.02154,0.0398279,0.00644154,0.00644154
3,216.091,1.7707,1.59119,1.29466,0.74188,0.59879,0.66002,0.31173,1.70732,2.60722,1.05084,0.00938804,0.00933505,0.00933505
4,284.616,1.74318,1.52723,1.28258,0.69254,0.60574,0.63796,0.29748,1.64953,2.61513,1.02731,0.00901,0.00901,0.00901
5,353.091,1.6888,1.44525,1.25276,0.75768,0.61445,0.67601,0.32333,1.60197,2.09215,1.00521,0.00868,0.00868,0.00868
6,421.243,1.64753,1.38377,1.23142,0.76934,0.61516,0.67638,0.34024,1.57538,2.14834,0.99801,0.00835,0.00835,0.00835
7,489.504,1.60314,1.33453,1.2112,0.75755,0.60834,0.68692,0.36139,1.45575,1.55491,0.97329,0.00802,0.00802,0.00802
8,557.696,1.57089,1.29142,1.1933,0.74999,0.63893,0.69958,0.35887,1.46275,1.6819,0.96586,0.00769,0.00769,0.00769
9,625.395,1.55451,1.26625,1.19086,0.77665,0.62799,0.70503,0.368,1.48292,1.66152,0.97403,0.00736,0.00736,0.00736
10,692.445,1.53426,1.25216,1.18004,0.77057,0.60149,0.6831,0.34426,1.50808,1.59836,0.97389,0.00703,0.00703,0.00703
11,759.723,1.51606,1.22689,1.16979,0.7719,0.58591,0.67352,0.34936,1.47406,1.51492,0.96352,0.0067,0.0067,0.0067
12,826.575,1.49351,1.19815,1.15278,0.78063,0.59624,0.68167,0.34699,1.5637,1.95674,0.9858,0.00637,0.00637,0.00637
13,893.706,1.47859,1.17985,1.14794,0.75831,0.61741,0.68299,0.34433,1.50817,1.70036,0.97063,0.00604,0.00604,0.00604
14,961.044,1.48052,1.18103,1.14809,0.77883,0.63259,0.70905,0.36614,1.50835,1.55069,0.95776,0.00571,0.00571,0.00571
15,1028.23,1.4526,1.15419,1.13409,0.75069,0.62439,0.68967,0.36807,1.45113,1.57199,0.95354,0.00538,0.00538,0.00538
16,1095.42,1.44431,1.14435,1.13436,0.77844,0.64927,0.7117,0.3704,1.49395,1.66807,0.96044,0.00505,0.00505,0.00505
17,1162.77,1.43362,1.13112,1.12943,0.77252,0.62665,0.70451,0.38007,1.43277,1.47979,0.94523,0.00472,0.00472,0.00472
18,1230.11,1.42903,1.12178,1.1248,0.76872,0.63753,0.71266,0.40097,1.35863,1.40841,0.93399,0.00439,0.00439,0.00439
19,1297.39,1.41618,1.1036,1.11825,0.77152,0.6381,0.70786,0.39764,1.35066,1.59051,0.93096,0.00406,0.00406,0.00406
20,1364.44,1.40858,1.09829,1.11478,0.78487,0.63234,0.70782,0.39681,1.34525,1.66099,0.92689,0.00373,0.00373,0.00373
21,1429.03,1.30082,1.02678,1.08247,0.7575,0.57744,0.65646,0.34461,1.49879,1.52187,0.97877,0.0034,0.0034,0.0034
22,1491.83,1.29127,1.00872,1.08114,0.77392,0.60131,0.6857,0.37269,1.38289,1.82221,0.94611,0.00307,0.00307,0.00307
23,1554.37,1.26689,0.98765,1.07259,0.76434,0.60078,0.68488,0.38082,1.33809,1.60578,0.93624,0.00274,0.00274,0.00274
24,1617.05,1.25401,0.97474,1.06815,0.75908,0.60872,0.67755,0.37554,1.36204,1.69172,0.94151,0.00241,0.00241,0.00241
25,1679.53,1.25499,0.96272,1.06198,0.77952,0.60152,0.68098,0.36814,1.41172,1.68029,0.94342,0.00208,0.00208,0.00208
26,1741.81,1.23576,0.95328,1.05558,0.75315,0.60888,0.68373,0.38923,1.3396,1.53043,0.92611,0.00175,0.00175,0.00175
27,1804.33,1.22438,0.94087,1.0504,0.75914,0.60768,0.6845,0.38703,1.38148,1.63351,0.93948,0.00142,0.00142,0.00142
28,1866.65,1.21571,0.92415,1.05047,0.75429,0.60171,0.67843,0.38948,1.3552,1.51996,0.93146,0.00109,0.00109,0.00109
29,1929.08,1.20061,0.91393,1.04221,0.76145,0.60355,0.67765,0.38796,1.34839,1.57241,0.92887,0.00076,0.00076,0.00076
30,1991.56,1.20372,0.90713,1.03997,0.75386,0.60802,0.68329,0.39549,1.31543,1.48991,0.92182,0.00043,0.00043,0.00043
