epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,79.5674,1.94551,1.77119,1.46029,0.68305,0.59093,0.61021,0.29148,1.71817,4.10824,1.17137,0.0700477,0.00332803,0.00332803
2,152.481,1.78494,1.47496,1.38208,0.72084,0.57423,0.62009,0.26883,1.82436,4.56877,1.1592,0.0398279,0.00644154,0.00644154
3,224.707,1.69621,1.38038,1.33271,0.73899,0.5915,0.65006,0.32553,1.55121,3.04694,1.06925,0.00938804,0.00933505,0.00933505
4,296.101,1.6495,1.31697,1.30355,0.77406,0.6452,0.70055,0.37039,1.43832,2.26286,1.04462,0.00901,0.00901,0.00901
5,367.172,1.58225,1.25672,1.25913,0.77443,0.62576,0.69234,0.37631,1.42252,1.86913,1.00798,0.00868,0.00868,0.00868
6,438.366,1.56346,1.23051,1.24614,0.75897,0.61198,0.67295,0.32973,1.63315,1.62272,1.08408,0.00835,0.00835,0.00835
7,509.598,1.52514,1.19779,1.22706,0.76176,0.63199,0.7017,0.3719,1.4364,1.70836,1.02205,0.00802,0.00802,0.00802
8,580.322,1.50168,1.15508,1.21311,0.78963,0.63209,0.70689,0.3512,1.56694,2.02384,1.03881,0.00769,0.00769,0.00769
9,651.752,1.48708,1.14631,1.20328,0.76598,0.63689,0.69871,0.36767,1.43459,2.03882,1.01289,0.00736,0.00736,0.00736
10,722.845,1.46582,1.1294,1.19409,0.80725,0.63036,0.71035,0.37449,1.44959,1.9799,1.00814,0.00703,0.00703,0.00703
11,793.672,1.43744,1.1033,1.18074,0.80341,0.63752,0.72299,0.39788,1.35326,1.7753,0.97232,0.0067,0.0067,0.0067
12,864.912,1.44966,1.10319,1.17539,0.81768,0.6172,0.72153,0.40023,1.35098,1.54257,0.97195,0.00637,0.00637,0.00637
13,935.554,1.41257,1.07691,1.16275,0.79592,0.62527,0.70642,0.39283,1.40946,1.81976,0.98692,0.00604,0.00604,0.00604
14,1006.31,1.39141,1.05587,1.15062,0.81705,0.63572,0.72169,0.40565,1.35827,1.91951,0.98051,0.00571,0.00571,0.00571
15,1077.56,1.39107,1.05194,1.15127,0.78674,0.64593,0.72889,0.41795,1.30807,1.72646,0.95859,0.00538,0.00538,0.00538
16,1148.57,1.37536,1.03684,1.14111,0.8006,0.66143,0.73829,0.41496,1.38368,1.9463,0.96641,0.00505,0.00505,0.00505
17,1219.6,1.36076,1.02161,1.13287,0.79454,0.64092,0.7256,0.4003,1.43817,1.69616,0.98386,0.00472,0.00472,0.00472
18,1290.85,1.35787,1.01755,1.13025,0.79023,0.64728,0.72673,0.41353,1.34818,2.24524,0.95928,0.00439,0.00439,0.00439
19,1362.26,1.35964,1.02157,1.12648,0.81663,0.64082,0.73741,0.42434,1.31681,1.4968,0.95456,0.00406,0.00406,0.00406
20,1433.56,1.34721,1.01118,1.12655,0.80205,0.65549,0.7326,0.41255,1.34237,1.68458,0.96224,0.00373,0.00373,0.00373
21,1498.73,1.24967,0.92268,1.0801,0.78402,0.6482,0.71807,0.40225,1.43704,1.74431,0.98098,0.0034,0.0034,0.0034
22,1561.63,1.22826,0.89674,1.06794,0.78493,0.62574,0.7159,0.41481,1.37994,1.77395,0.96732,0.00307,0.00307,0.00307
23,1624.16,1.21275,0.87734,1.06434,0.78375,0.63075,0.70837,0.41674,1.31944,1.64982,0.95297,0.00274,0.00274,0.00274
24,1686.77,1.18345,0.86089,1.05508,0.77818,0.62275,0.70358,0.40954,1.32628,1.71279,0.95483,0.00241,0.00241,0.00241
25,1749.43,1.18368,0.84522,1.04937,0.80619,0.62142,0.70826,0.40443,1.37461,1.63042,0.96253,0.00208,0.00208,0.00208
26,1812.09,1.16763,0.83255,1.04077,0.78889,0.62024,0.70981,0.41148,1.35553,1.52196,0.96131,0.00175,0.00175,0.00175
27,1874.61,1.15172,0.82084,1.03559,0.78827,0.62491,0.70774,0.41543,1.35722,1.67589,0.95685,0.00142,0.00142,0.00142
28,1936.96,1.13946,0.80506,1.03176,0.7652,0.62056,0.6941,0.40915,1.37203,1.65514,0.96008,0.00109,0.00109,0.00109
29,1999.38,1.12303,0.79595,1.02634,0.76917,0.6296,0.70301,0.41757,1.31955,1.62928,0.94949,0.00076,0.00076,0.00076
30,2061.75,1.12487,0.79093,1.02355,0.78236,0.63443,0.7152,0.42653,1.32949,1.62421,0.94618,0.00043,0.00043,0.00043
