epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,89.5563,1.93133,1.74914,1.37093,0.60482,0.55152,0.56976,0.24711,1.77572,3.84979,1.21263,0.0700477,0.00332803,0.00332803
2,170.742,1.86286,1.54387,1.34715,0.68388,0.54407,0.60059,0.27844,1.68195,4.26147,1.16244,0.0398279,0.00644154,0.00644154
3,251.004,1.80135,1.44057,1.30935,0.71792,0.58725,0.63489,0.31379,1.63944,2.35508,1.13482,0.00938804,0.00933505,0.00933505
4,331.153,1.71386,1.33907,1.26483,0.752,0.61863,0.68252,0.36114,1.52717,4.62882,1.07972,0.00901,0.00901,0.00901
5,411.77,1.65219,1.2733,1.22866,0.67907,0.62142,0.65965,0.33009,1.57544,5.05195,1.08721,0.00868,0.00868,0.00868
6,492.222,1.60063,1.21408,1.201,0.72078,0.60626,0.66874,0.3341,1.54623,3.45574,1.05445,0.00835,0.00835,0.00835
7,572.162,1.56134,1.16287,1.17991,0.745,0.63304,0.69421,0.3749,1.47762,3.14645,1.03975,0.00802,0.00802,0.00802
8,652.335,1.55199,1.14142,1.17077,0.73433,0.64873,0.71228,0.38079,1.47796,2.35093,1.0371,0.00769,0.00769,0.00769
9,732.718,1.52304,1.12008,1.16477,0.77088,0.62342,0.71225,0.40059,1.37315,1.97375,1.01409,0.00736,0.00736,0.00736
10,812.7,1.48961,1.08748,1.14101,0.78545,0.62973,0.71231,0.40173,1.38413,2.20845,1.01358,0.00703,0.00703,0.00703
11,893.234,1.48323,1.07817,1.13979,0.75466,0.66693,0.71975,0.37899,1.44259,2.07249,1.0078,0.0067,0.0067,0.0067
12,973.138,1.44245,1.05851,1.12061,0.77422,0.66305,0.73471,0.44304,1.21886,1.96614,0.96791,0.00637,0.00637,0.00637
13,1053.1,1.41996,1.02745,1.11457,0.77674,0.66606,0.74105,0.45279,1.14766,1.74267,0.94778,0.00604,0.00604,0.00604
14,1132.71,1.40327,1.01796,1.10519,0.76271,0.65983,0.72105,0.44312,1.18972,1.48154,0.95234,0.00571,0.00571,0.00571
15,1212.95,1.37224,0.99177,1.09456,0.79612,0.63179,0.71471,0.4432,1.16108,1.70296,0.94819,0.00538,0.00538,0.00538
16,1292.23,1.34987,0.9635,1.08387,0.7865,0.67668,0.74497,0.46953,1.11565,1.6576,0.93288,0.00505,0.00505,0.00505
17,1371.72,1.3506,0.96198,1.0842,0.7802,0.69637,0.75553,0.46878,1.11967,1.60511,0.92926,0.00472,0.00472,0.00472
18,1451.21,1.3346,0.94894,1.0765,0.78463,0.67167,0.73757,0.45725,1.14093,1.6446,0.93272,0.00439,0.00439,0.00439
19,1529.89,1.30981,0.92886,1.06325,0.80889,0.67919,0.75642,0.47096,1.14629,1.64451,0.93007,0.00406,0.00406,0.00406
20,1609.04,1.28753,0.90877,1.05504,0.78371,0.65383,0.73219,0.45571,1.12645,1.57173,0.92652,0.00373,0.00373,0.00373
21,1681.09,1.13093,0.78116,1.01252,0.77599,0.66142,0.73426,0.46087,1.14705,1.74498,0.93766,0.0034,0.0034,0.0034
22,1751.53,1.14286,0.78036,1.01397,0.79634,0.67338,0.75765,0.47747,1.12506,1.66642,0.93049,0.00307,0.00307,0.00307
23,1821.81,1.11863,0.75691,1.00584,0.75616,0.68307,0.74645,0.47459,1.09476,1.71883,0.9179,0.00274,0.00274,0.00274
24,1891.99,1.092,0.7419,0.99884,0.76921,0.64952,0.72869,0.46084,1.12233,1.8345,0.92999,0.00241,0.00241,0.00241
25,1962.14,1.08565,0.72492,0.99016,0.80653,0.64988,0.7444,0.47771,1.07733,1.40117,0.91732,0.00208,0.00208,0.00208
26,2032.76,1.05881,0.70566,0.98146,0.80766,0.64368,0.73439,0.46863,1.09223,1.5289,0.92202,0.00175,0.00175,0.00175
27,2103.38,1.04184,0.6873,0.97618,0.79591,0.66105,0.7512,0.47807,1.08618,1.52293,0.91735,0.00142,0.00142,0.00142
28,2173.82,1.02936,0.67519,0.97389,0.76849,0.65938,0.73702,0.47585,1.10371,1.40048,0.91997,0.00109,0.00109,0.00109
29,2244.2,1.00867,0.65834,0.96653,0.78419,0.65849,0.74411,0.48386,1.08386,1.52781,0.91197,0.00076,0.00076,0.00076
30,2314.71,0.999,0.65125,0.9592,0.79187,0.66108,0.74437,0.47977,1.10805,1.54785,0.91715,0.00043,0.00043,0.00043
