epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,87.1458,1.79276,1.58038,1.30408,0.67307,0.52493,0.57763,0.25674,1.84742,5.4482,1.20982,0.0700477,0.00332803,0.00332803
2,168.554,1.73972,1.39373,1.27958,0.71259,0.56273,0.62979,0.31543,1.62771,5.18676,1.13615,0.0398279,0.00644154,0.00644154
3,250.543,1.67469,1.31078,1.24729,0.69297,0.59773,0.64514,0.33344,1.60687,2.71345,1.09178,0.00938804,0.00933505,0.00933505
4,332.482,1.59062,1.21622,1.20181,0.71689,0.64079,0.68228,0.36488,1.42378,4.35884,1.02526,0.00901,0.00901,0.00901
5,414.632,1.53663,1.15569,1.17308,0.77213,0.60228,0.69217,0.37728,1.42675,1.96876,1.01114,0.00868,0.00868,0.00868
6,496.398,1.49174,1.11317,1.15139,0.77361,0.61188,0.69616,0.39342,1.35665,1.78798,0.99383,0.00835,0.00835,0.00835
7,578.788,1.45068,1.06419,1.13414,0.77952,0.61744,0.69855,0.41372,1.26397,1.82587,0.97555,0.00802,0.00802,0.00802
8,660.503,1.42212,1.0383,1.12087,0.7523,0.65243,0.7151,0.41809,1.32355,1.48101,0.98023,0.00769,0.00769,0.00769
9,741.743,1.37708,1.00883,1.10219,0.77614,0.65212,0.73066,0.4336,1.24585,1.63613,0.96039,0.00736,0.00736,0.00736
10,823.331,1.35971,0.97615,1.0904,0.76951,0.63954,0.71109,0.42296,1.22243,1.27274,0.95357,0.00703,0.00703,0.00703
11,904.864,1.3448,0.96065,1.08317,0.77553,0.64433,0.72542,0.43441,1.23725,1.42268,0.95647,0.0067,0.0067,0.0067
12,986.877,1.31653,0.94605,1.07544,0.7792,0.66598,0.73907,0.46569,1.10499,1.47631,0.92637,0.00637,0.00637,0.00637
13,1067.43,1.28872,0.91433,1.06388,0.79384,0.66022,0.73919,0.46403,1.12741,1.647,0.93,0.00604,0.00604,0.00604
14,1147.77,1.28017,0.90686,1.06243,0.79806,0.66147,0.73904,0.4628,1.11039,1.88381,0.92323,0.00571,0.00571,0.00571
15,1228.43,1.27296,0.89707,1.05335,0.78733,0.67569,0.74824,0.47502,1.07248,1.57386,0.91941,0.00538,0.00538,0.00538
16,1307.62,1.24804,0.8723,1.04493,0.78474,0.67241,0.75342,0.47579,1.07207,1.86564,0.91374,0.00505,0.00505,0.00505
17,1386.8,1.23747,0.86383,1.03939,0.7832,0.63153,0.71872,0.45808,1.06728,1.3651,0.91527,0.00472,0.00472,0.00472
18,1468.02,1.22411,0.84775,1.03311,0.7826,0.68465,0.7472,0.48183,1.05419,1.46661,0.91139,0.00439,0.00439,0.00439
19,1546.69,1.20684,0.83143,1.02469,0.78444,0.64501,0.72683,0.47426,1.06398,1.55926,0.91254,0.00406,0.00406,0.00406
20,1626.04,1.19412,0.82562,1.01942,0.76376,0.70246,0.74667,0.47925,1.06778,1.55964,0.90807,0.00373,0.00373,0.00373
21,1696.54,1.06557,0.71842,0.9732,0.76909,0.67571,0.74476,0.47759,1.07144,1.23979,0.91226,0.0034,0.0034,0.0034
22,1765.1,1.06359,0.70366,0.97315,0.77771,0.676,0.73529,0.4729,1.09855,1.4062,0.92029,0.00307,0.00307,0.00307
23,1833.81,1.04687,0.69181,0.96649,0.76723,0.65032,0.7193,0.46473,1.0977,1.46805,0.91372,0.00274,0.00274,0.00274
24,1902.46,1.02683,0.67218,0.96171,0.79302,0.6541,0.7392,0.48439,1.04232,1.4243,0.90956,0.00241,0.00241,0.00241
25,1971.16,1.00829,0.66009,0.95333,0.77216,0.64103,0.7266,0.4717,1.08212,1.28903,0.91238,0.00208,0.00208,0.00208
26,2039.58,0.9911,0.64358,0.94449,0.78341,0.65643,0.73418,0.48116,1.04144,1.35116,0.90764,0.00175,0.00175,0.00175
27,2107.7,0.97321,0.62667,0.94216,0.76954,0.65761,0.73594,0.48371,1.0444,1.39757,0.90456,0.00142,0.00142,0.00142
28,2175.79,0.95624,0.61692,0.93663,0.79127,0.63715,0.72481,0.48089,1.04365,1.2844,0.90536,0.00109,0.00109,0.00109
29,2244.02,0.93918,0.5974,0.93122,0.76714,0.67212,0.73689,0.48951,1.03956,1.34698,0.90641,0.00076,0.00076,0.00076
30,2312.29,0.92903,0.58923,0.92714,0.75986,0.65563,0.72951,0.48185,1.05188,1.3325,0.90445,0.00043,0.00043,0.00043
