epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,79.5107,2.03048,1.92121,1.53785,0.68634,0.52517,0.57014,0.23293,1.96025,3.72603,1.26993,0.0700477,0.00332803,0.00332803
2,152.058,1.87849,1.61867,1.45502,0.72661,0.57658,0.61949,0.29032,1.70579,4.7557,1.15822,0.0398279,0.00644154,0.00644154
3,223.601,1.77363,1.49261,1.39767,0.74185,0.59961,0.65509,0.32982,1.54549,1.77832,1.09013,0.00938804,0.00933505,0.00933505
4,294.997,1.71826,1.40946,1.36156,0.69818,0.5989,0.60667,0.27577,1.67883,2.66063,1.15013,0.00901,0.00901,0.00901
5,366.475,1.67406,1.37558,1.3338,0.78448,0.59757,0.68219,0.3163,1.71437,1.94922,1.12711,0.00868,0.00868,0.00868
6,437.991,1.64193,1.3348,1.31216,0.79024,0.59563,0.67824,0.32547,1.66326,2.11282,1.10633,0.00835,0.00835,0.00835
7,509.213,1.59781,1.29248,1.28582,0.7605,0.60709,0.68731,0.36254,1.49499,2.02731,1.05198,0.00802,0.00802,0.00802
8,580.564,1.57751,1.25791,1.27179,0.75197,0.62235,0.68149,0.32708,1.67771,1.91803,1.07965,0.00769,0.00769,0.00769
9,651.789,1.55197,1.24091,1.25484,0.76314,0.62497,0.68746,0.34013,1.53902,3.02183,1.05795,0.00736,0.00736,0.00736
10,722.938,1.53217,1.22173,1.24105,0.75792,0.62724,0.69265,0.33571,1.5798,1.93029,1.06924,0.00703,0.00703,0.00703
11,793.84,1.50921,1.19105,1.23176,0.78865,0.61969,0.71068,0.36886,1.51716,1.59591,1.03979,0.0067,0.0067,0.0067
12,865.007,1.49403,1.18627,1.22189,0.78808,0.62388,0.71001,0.3742,1.46595,2.2779,1.02713,0.00637,0.00637,0.00637
13,935.605,1.47765,1.16584,1.21121,0.77632,0.6272,0.70949,0.37392,1.50976,1.6396,1.04162,0.00604,0.00604,0.00604
14,1006.2,1.46271,1.15448,1.20459,0.76249,0.65661,0.7281,0.38164,1.48957,1.73464,1.03155,0.00571,0.00571,0.00571
15,1077.23,1.45874,1.14168,1.19823,0.78796,0.60631,0.70864,0.38464,1.38825,1.59232,1.00746,0.00538,0.00538,0.00538
16,1148.02,1.44475,1.12589,1.19027,0.76697,0.65138,0.71216,0.39612,1.3644,1.9821,0.99389,0.00505,0.00505,0.00505
17,1218.62,1.43094,1.1172,1.17945,0.79851,0.63814,0.72978,0.40192,1.40339,1.37538,1.00446,0.00472,0.00472,0.00472
18,1289.47,1.42569,1.11405,1.1817,0.78391,0.63478,0.71643,0.38972,1.42572,1.5846,1.01834,0.00439,0.00439,0.00439
19,1360.56,1.41856,1.10061,1.16764,0.77518,0.62128,0.70531,0.39483,1.40625,1.55512,1.00284,0.00406,0.00406,0.00406
20,1431.67,1.40131,1.08655,1.1672,0.77088,0.65206,0.71975,0.38856,1.43871,1.79132,1.00847,0.00373,0.00373,0.00373
21,1496.88,1.30015,1.00152,1.12254,0.76836,0.59858,0.68365,0.37253,1.44297,1.506,1.01864,0.0034,0.0034,0.0034
22,1559.67,1.28201,0.966,1.11161,0.77046,0.60357,0.69473,0.38697,1.40405,1.67379,0.99728,0.00307,0.00307,0.00307
23,1622.28,1.26399,0.95838,1.10339,0.77681,0.60635,0.6938,0.38892,1.38584,1.73095,0.99792,0.00274,0.00274,0.00274
24,1684.76,1.23964,0.93308,1.09614,0.75661,0.61368,0.68828,0.39113,1.35691,1.56134,0.99128,0.00241,0.00241,0.00241
25,1747.16,1.23471,0.91568,1.08555,0.79038,0.59729,0.69492,0.3937,1.34031,1.47115,0.98819,0.00208,0.00208,0.00208
26,1809.57,1.22084,0.91195,1.08366,0.75939,0.60677,0.69007,0.39331,1.34535,1.52485,0.98873,0.00175,0.00175,0.00175
27,1872.19,1.20697,0.89435,1.07806,0.76078,0.62472,0.69675,0.40467,1.32613,1.61295,0.9809,0.00142,0.00142,0.00142
28,1934.58,1.19244,0.87876,1.06996,0.77224,0.60748,0.68594,0.39112,1.37614,1.5899,0.99067,0.00109,0.00109,0.00109
29,1997.1,1.17375,0.87017,1.06359,0.77114,0.61356,0.68925,0.39684,1.31741,1.51012,0.98182,0.00076,0.00076,0.00076
30,2059.45,1.17558,0.86248,1.0608,0.77319,0.60974,0.69295,0.39679,1.32543,1.53975,0.97612,0.00043,0.00043,0.00043
