epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,83.0631,1.64177,1.86467,1.20664,0.75878,0.65599,0.72159,0.40912,1.315,2.33354,0.9312,0.0700477,0.00332803,0.00332803
2,158.438,1.54843,1.31578,1.14895,0.72379,0.6202,0.65766,0.30771,1.60603,2.94893,1.00237,0.0398279,0.00644154,0.00644154
3,232.608,1.54692,1.27991,1.13956,0.72534,0.60097,0.64331,0.32117,1.61967,1.76012,1.0162,0.00938804,0.00933505,0.00933505
4,306.327,1.55218,1.26295,1.13956,0.74824,0.58383,0.69723,0.37243,1.44778,3.14955,0.96286,0.00901,0.00901,0.00901
5,380.035,1.49032,1.17425,1.11196,0.719,0.60765,0.67031,0.37539,1.39058,1.90611,0.96025,0.00868,0.00868,0.00868
6,454.075,1.44192,1.11064,1.09546,0.73812,0.64331,0.70751,0.43609,1.154,1.78545,0.91429,0.00835,0.00835,0.00835
7,528.097,1.42093,1.07595,1.09119,0.76219,0.6032,0.68198,0.40529,1.21598,2.13791,0.92384,0.00802,0.00802,0.00802
8,601.814,1.37355,1.02929,1.07116,0.77759,0.64394,0.72389,0.43307,1.21767,1.63512,0.92548,0.00769,0.00769,0.00769
9,675.646,1.35034,0.99816,1.06207,0.7377,0.65269,0.71228,0.43945,1.12963,1.92772,0.89887,0.00736,0.00736,0.00736
10,749.355,1.34274,0.98309,1.05411,0.74328,0.64928,0.71352,0.43977,1.14645,1.628,0.90346,0.00703,0.00703,0.00703
11,823.335,1.3051,0.94783,1.04511,0.75665,0.6058,0.68457,0.41737,1.15812,1.54484,0.90826,0.0067,0.0067,0.0067
12,896.73,1.29323,0.93138,1.04105,0.75362,0.64862,0.71657,0.44578,1.14432,1.60627,0.90736,0.00637,0.00637,0.00637
13,970.321,1.27826,0.91208,1.03678,0.74647,0.59585,0.68833,0.43535,1.13197,1.42887,0.90735,0.00604,0.00604,0.00604
14,1043.96,1.25051,0.89301,1.02653,0.76482,0.66206,0.72496,0.45229,1.11568,1.82484,0.89788,0.00571,0.00571,0.00571
15,1117.17,1.24215,0.88242,1.01966,0.78779,0.64625,0.72328,0.45095,1.12746,1.63533,0.90237,0.00538,0.00538,0.00538
16,1190.88,1.22601,0.86143,1.01618,0.78177,0.62792,0.70487,0.44556,1.11739,1.39069,0.90572,0.00505,0.00505,0.00505
17,1264.45,1.20402,0.83701,1.0077,0.7857,0.63179,0.72423,0.45756,1.11908,1.59206,0.89443,0.00472,0.00472,0.00472
18,1338.46,1.20644,0.84251,1.00852,0.76363,0.65443,0.72824,0.45634,1.09392,1.82431,0.89328,0.00439,0.00439,0.00439
19,1411.91,1.19252,0.82539,1.003,0.77992,0.63096,0.70923,0.44906,1.11129,1.9251,0.89494,0.00406,0.00406,0.00406
20,1485.26,1.1742,0.80595,0.99774,0.75828,0.62549,0.70265,0.45125,1.09215,1.56585,0.89027,0.00373,0.00373,0.00373
21,1555.8,1.06299,0.73399,0.96321,0.74101,0.64982,0.70638,0.44729,1.13654,1.49362,0.9022,0.0034,0.0034,0.0034
22,1623.99,1.0587,0.71891,0.96189,0.76387,0.60139,0.68001,0.42915,1.19059,1.69001,0.92577,0.00307,0.00307,0.00307
23,1692.01,1.04264,0.70248,0.95559,0.76286,0.62686,0.69875,0.43706,1.16344,1.5712,0.90527,0.00274,0.00274,0.00274
24,1759.95,1.01696,0.67966,0.94988,0.75578,0.65213,0.71161,0.44651,1.1741,1.69569,0.9129,0.00241,0.00241,0.00241
25,1827.74,1.0047,0.66616,0.94148,0.74322,0.63762,0.69958,0.42018,1.27911,1.85508,0.92576,0.00208,0.00208,0.00208
26,1895.45,0.98409,0.64819,0.9349,0.77316,0.61772,0.69977,0.43298,1.22746,1.64811,0.92552,0.00175,0.00175,0.00175
27,1963.18,0.96075,0.62858,0.9288,0.7813,0.60817,0.678,0.41907,1.27081,1.5146,0.93053,0.00142,0.00142,0.00142
28,2030.82,0.93901,0.61548,0.92285,0.76635,0.61397,0.68834,0.43285,1.23356,1.54251,0.92642,0.00109,0.00109,0.00109
29,2098.66,0.92181,0.59506,0.9159,0.7723,0.62566,0.69221,0.42953,1.25158,1.61547,0.92444,0.00076,0.00076,0.00076
30,2166.37,0.90989,0.58452,0.911,0.78642,0.61926,0.69705,0.43962,1.21407,1.53497,0.91598,0.00043,0.00043,0.00043
